2019-01-30 13:12:40 INFO Infer_LearnLib |SUL name: server_097c.dot.kiss
2019-01-30 13:12:40 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@22a67b4
2019-01-30 13:12:40 INFO Experiment |Searching for counterexample
2019-01-30 13:12:40 INFO Experiment |ClientHelloRSAReset ChangeCipherSpec ClientKeyExchange Finished ChangeCipherSpec ApplicationDataEmpty
2019-01-30 13:12:40 INFO Experiment |Starting round 4
2019-01-30 13:12:40 INFO Experiment |Learning
2019-01-30 13:12:40 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@22a67b4
2019-01-30 13:12:40 INFO Experiment |Searching for counterexample
2019-01-30 13:12:40 INFO Experiment |ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec Finished ClientHelloRSAReset ChangeCipherSpec ApplicationDataEmpty
2019-01-30 13:12:40 INFO Experiment |Starting round 5
2019-01-30 13:12:40 INFO Experiment |Learning
2019-01-30 13:12:40 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@22a67b4
2019-01-30 13:12:40 INFO Experiment |Searching for counterexample
2019-01-30 13:12:40 INFO Experiment |ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec Finished ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec Finished ApplicationData
2019-01-30 13:12:40 INFO Experiment |Starting round 6
2019-01-30 13:12:40 INFO Experiment |Learning
2019-01-30 13:12:40 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@22a67b4
2019-01-30 13:12:40 INFO Experiment |Searching for counterexample
2019-01-30 13:12:40 INFO Infer_LearnLib |Rounds: 6
2019-01-30 13:12:40 INFO Infer_LearnLib |MQ [resets]: 785
2019-01-30 13:12:40 INFO Infer_LearnLib |MQ [symbols]: 4482
2019-01-30 13:12:40 INFO Infer_LearnLib |EQ [resets]: 5836
2019-01-30 13:12:40 INFO Infer_LearnLib |EQ [symbols]: 35156
2019-01-30 13:12:40 INFO SimpleProfiler |Learning [ms]: 42
2019-01-30 13:12:40 INFO SimpleProfiler |Searching for counterexample [ms]: 142
2019-01-30 13:12:40 INFO Infer_LearnLib |Qsize: 14
2019-01-30 13:12:40 INFO Infer_LearnLib |Isize: 7
2019-01-30 13:12:40 INFO Infer_LearnLib |Equivalent: OK
2019-01-30 13:12:40 INFO Infer_LearnLib |Info: N/A
