2019-01-30 13:05:47 INFO Infer_LearnLib |SUL name: BitVise.dot.fixed.kiss
2019-01-30 13:05:49 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@369f73a2
2019-01-30 13:05:49 INFO Experiment |Searching for counterexample
2019-01-30 13:05:49 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN KEXINIT_PROCEED CH_EOF KEX30 CH_CLOSE CH_OPEN CH_DATA KEX30 CH_EOF
2019-01-30 13:05:49 INFO Experiment |Starting round 10
2019-01-30 13:05:49 INFO Experiment |Learning
2019-01-30 13:05:49 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@369f73a2
2019-01-30 13:05:49 INFO Experiment |Searching for counterexample
2019-01-30 13:05:49 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN CH_CLOSE KEXINIT CH_CLOSE CH_OPEN CH_DATA KEX30 CH_EOF
2019-01-30 13:05:49 INFO Experiment |Starting round 11
2019-01-30 13:05:49 INFO Experiment |Learning
2019-01-30 13:05:49 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@369f73a2
2019-01-30 13:05:49 INFO Experiment |Searching for counterexample
2019-01-30 13:05:50 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH KEXINIT KEX30 UA_PK_OK CH_OPEN CH_DATA CH_CLOSE NEWKEYS KEXINIT CH_OPEN CH_DATA KEX30 CH_EOF
2019-01-30 13:05:50 INFO Experiment |Starting round 12
2019-01-30 13:05:50 INFO Experiment |Learning
2019-01-30 13:05:50 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@369f73a2
2019-01-30 13:05:50 INFO Experiment |Searching for counterexample
2019-01-30 13:05:50 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH KEXINIT KEX30 UA_PK_OK CH_OPEN CH_EOF CH_CLOSE NEWKEYS KEXINIT CH_OPEN CH_DATA KEX30 CH_EOF
2019-01-30 13:05:50 INFO Experiment |Starting round 13
2019-01-30 13:05:50 INFO Experiment |Learning
2019-01-30 13:05:50 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@369f73a2
2019-01-30 13:05:50 INFO Experiment |Searching for counterexample
2019-01-30 13:05:50 INFO Infer_LearnLib |Rounds: 13
2019-01-30 13:05:50 INFO Infer_LearnLib |MQ [resets]: 22300
2019-01-30 13:05:50 INFO Infer_LearnLib |MQ [symbols]: 216840
2019-01-30 13:05:50 INFO Infer_LearnLib |EQ [resets]: 185457
2019-01-30 13:05:50 INFO Infer_LearnLib |EQ [symbols]: 1901416
2019-01-30 13:05:50 INFO SimpleProfiler |Learning [ms]: 367
2019-01-30 13:05:50 INFO SimpleProfiler |Searching for counterexample [ms]: 3335
2019-01-30 13:05:50 INFO Infer_LearnLib |Qsize: 66
2019-01-30 13:05:50 INFO Infer_LearnLib |Isize: 13
2019-01-30 13:05:50 INFO Infer_LearnLib |Equivalent: OK
2019-01-30 13:05:50 INFO Infer_LearnLib |Info: N/A
