2019-01-30 13:05:31 INFO Infer_LearnLib |SUL name: BitVise.dot.fixed.kiss
2019-01-30 13:05:32 INFO Experiment |Starting round 12
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH KEXINIT_PROCEED UA_PK_OK CH_OPEN CH_DATA CH_CLOSE CH_OPEN CH_DATA KEX30 KEX30 CH_EOF
2019-01-30 13:05:33 INFO Experiment |Starting round 13
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH KEXINIT UA_PK_OK CH_OPEN CH_EOF CH_CLOSE CH_OPEN CH_DATA KEX30 CH_EOF
2019-01-30 13:05:33 INFO Experiment |Starting round 14
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN KEXINIT_PROCEED CH_EOF KEX30 CH_CLOSE CH_OPEN CH_DATA KEX30 CH_EOF
2019-01-30 13:05:33 INFO Experiment |Starting round 15
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:34 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:34 INFO Experiment |Searching for counterexample
2019-01-30 13:05:34 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN CH_CLOSE KEXINIT CH_CLOSE CH_OPEN CH_DATA KEX30 CH_EOF
2019-01-30 13:05:34 INFO Experiment |Starting round 16
2019-01-30 13:05:34 INFO Experiment |Learning
2019-01-30 13:05:34 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:34 INFO Experiment |Searching for counterexample
2019-01-30 13:05:34 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH KEXINIT KEX30 UA_PK_OK CH_OPEN CH_DATA CH_CLOSE NEWKEYS KEXINIT CH_OPEN CH_DATA KEX30 CH_EOF
2019-01-30 13:05:34 INFO Experiment |Starting round 17
2019-01-30 13:05:34 INFO Experiment |Learning
2019-01-30 13:05:34 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:34 INFO Experiment |Searching for counterexample
2019-01-30 13:05:35 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH KEXINIT KEX30 UA_PK_OK CH_OPEN CH_EOF CH_CLOSE NEWKEYS KEXINIT CH_OPEN CH_DATA KEX30 CH_EOF
2019-01-30 13:05:35 INFO Experiment |Starting round 18
2019-01-30 13:05:35 INFO Experiment |Learning
2019-01-30 13:05:35 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:35 INFO Experiment |Searching for counterexample
2019-01-30 13:05:35 INFO Infer_LearnLib |Rounds: 18
2019-01-30 13:05:35 INFO Infer_LearnLib |MQ [resets]: 13854
2019-01-30 13:05:35 INFO Infer_LearnLib |MQ [symbols]: 146547
2019-01-30 13:05:35 INFO Infer_LearnLib |EQ [resets]: 184500
2019-01-30 13:05:35 INFO Infer_LearnLib |EQ [symbols]: 1894422
2019-01-30 13:05:35 INFO SimpleProfiler |Learning [ms]: 258
2019-01-30 13:05:35 INFO SimpleProfiler |Searching for counterexample [ms]: 3313
2019-01-30 13:05:35 INFO Infer_LearnLib |Qsize: 66
2019-01-30 13:05:35 INFO Infer_LearnLib |Isize: 13
2019-01-30 13:05:35 INFO Infer_LearnLib |Equivalent: OK
2019-01-30 13:05:35 INFO Infer_LearnLib |Info: N/A
