2019-01-30 13:06:28 INFO Infer_LearnLib |SUL name: SUL_hbmqtt.dot.kiss
2019-01-30 13:06:28 INFO Experiment |Starting round 1
2019-01-30 13:06:28 INFO Experiment |Learning
2019-01-30 13:06:28 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@43814d18
2019-01-30 13:06:28 INFO Experiment |Searching for counterexample
2019-01-30 13:06:28 INFO Experiment |ConnectC1WithWill ConnectC2 SubscribeC2 DeleteRetainedC1 ConnectC1WithWill
2019-01-30 13:06:28 INFO Experiment |Starting round 2
2019-01-30 13:06:28 INFO Experiment |Learning
2019-01-30 13:06:28 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@43814d18
2019-01-30 13:06:28 INFO Experiment |Searching for counterexample
2019-01-30 13:06:28 INFO Experiment |ConnectC1WithWill ConnectC2 SubscribeC2 DisconnectC1 ConnectC1WithWill DeleteRetainedC1
2019-01-30 13:06:28 INFO Experiment |Starting round 3
2019-01-30 13:06:28 INFO Experiment |Learning
2019-01-30 13:06:28 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@43814d18
2019-01-30 13:06:28 INFO Experiment |Searching for counterexample
2019-01-30 13:06:28 INFO Experiment |ConnectC2 ConnectC1WithWillRetain DisconnectTCPC1 SubscribeC2 ConnectC1WithWill
2019-01-30 13:06:28 INFO Experiment |Starting round 4
2019-01-30 13:06:28 INFO Experiment |Learning
2019-01-30 13:06:28 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@43814d18
2019-01-30 13:06:28 INFO Experiment |Searching for counterexample
2019-01-30 13:06:28 INFO Experiment |ConnectC1WithWillRetain ConnectC2 DisconnectTCPC1 SubscribeC2
2019-01-30 13:06:28 INFO Experiment |Starting round 5
2019-01-30 13:06:28 INFO Experiment |Learning
2019-01-30 13:06:28 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@43814d18
2019-01-30 13:06:28 INFO Experiment |Searching for counterexample
2019-01-30 13:06:28 INFO Experiment |ConnectC1WithWillRetain ConnectC2 DisconnectTCPC1 SubscribeC2 ConnectC1WithWill DeleteRetainedC1 ConnectC2 DisconnectTCPC1 SubscribeC2
2019-01-30 13:06:28 INFO Experiment |Starting round 6
2019-01-30 13:06:28 INFO Experiment |Learning
2019-01-30 13:06:28 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@43814d18
2019-01-30 13:06:28 INFO Experiment |Searching for counterexample
2019-01-30 13:06:28 INFO Experiment |ConnectC1WithWillRetain DisconnectTCPC1 ConnectC1WithWillRetain ConnectC2 SubscribeC2
2019-01-30 13:06:28 INFO Experiment |Starting round 7
2019-01-30 13:06:28 INFO Experiment |Learning
2019-01-30 13:06:28 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@43814d18
2019-01-30 13:06:28 INFO Experiment |Searching for counterexample
2019-01-30 13:06:28 INFO Infer_LearnLib |Rounds: 7
2019-01-30 13:06:28 INFO Infer_LearnLib |MQ [resets]: 2788
2019-01-30 13:06:28 INFO Infer_LearnLib |MQ [symbols]: 26993
2019-01-30 13:06:28 INFO Infer_LearnLib |EQ [resets]: 8345
2019-01-30 13:06:28 INFO Infer_LearnLib |EQ [symbols]: 46868
2019-01-30 13:06:28 INFO SimpleProfiler |Learning [ms]: 48
2019-01-30 13:06:28 INFO SimpleProfiler |Searching for counterexample [ms]: 89
2019-01-30 13:06:28 INFO Infer_LearnLib |Qsize: 17
2019-01-30 13:06:28 INFO Infer_LearnLib |Isize: 9
2019-01-30 13:06:28 INFO Infer_LearnLib |Equivalent: OK
2019-01-30 13:06:28 INFO Infer_LearnLib |Info: N/A
