2019-01-30 13:05:33 INFO Infer_LearnLib |SUL name: SUL_emqtt.dot.kiss
2019-01-30 13:05:33 INFO Experiment |Starting round 5
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |ConnectC1WithWillRetain ConnectC2 ConnectC1WithWill SubscribeC2
2019-01-30 13:05:33 INFO Experiment |Starting round 6
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |ConnectC1WithWillRetain ConnectC1WithWill ConnectC1WithWill ConnectC2 SubscribeC2
2019-01-30 13:05:33 INFO Experiment |Starting round 7
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |ConnectC2 SubscribeC2 ConnectC1WithWillRetain ConnectC2 ConnectC1WithWill ConnectC2 SubscribeC2
2019-01-30 13:05:33 INFO Experiment |Starting round 8
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |ConnectC1WithWillRetain ConnectC1WithWill ConnectC2 SubscribeC2 ConnectC1WithWill UnSubScribeC2 SubscribeC2
2019-01-30 13:05:33 INFO Experiment |Starting round 9
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |ConnectC1WithWillRetain ConnectC1WithWill ConnectC1WithWillRetain DeleteRetainedC1 ConnectC1WithWill ConnectC2 SubscribeC2
2019-01-30 13:05:33 INFO Experiment |Starting round 10
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |ConnectC1WithWillRetain ConnectC1WithWill ConnectC2 ConnectC1WithWillRetain ConnectC2 DeleteRetainedC1 ConnectC1WithWill ConnectC2 SubscribeC2
2019-01-30 13:05:33 INFO Experiment |Starting round 11
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Infer_LearnLib |Rounds: 11
2019-01-30 13:05:33 INFO Infer_LearnLib |MQ [resets]: 1518
2019-01-30 13:05:33 INFO Infer_LearnLib |MQ [symbols]: 10240
2019-01-30 13:05:33 INFO Infer_LearnLib |EQ [resets]: 8439
2019-01-30 13:05:33 INFO Infer_LearnLib |EQ [symbols]: 49872
2019-01-30 13:05:33 INFO SimpleProfiler |Learning [ms]: 21
2019-01-30 13:05:33 INFO SimpleProfiler |Searching for counterexample [ms]: 135
2019-01-30 13:05:33 INFO Infer_LearnLib |Qsize: 18
2019-01-30 13:05:33 INFO Infer_LearnLib |Isize: 9
2019-01-30 13:05:33 INFO Infer_LearnLib |Equivalent: OK
2019-01-30 13:05:33 INFO Infer_LearnLib |Info: N/A
